chembl_id	pref_name	max_phase	first_approval	molecule_type	oral	parenteral	topical	natural_product	prodrug	inorganic	polymer	veterinary	withdrawn	canonical_smiles	inchi_key	mw	alogp	hba	hbd	psa	rtb	ro5_viol	qed	heavy_atoms	aromatic_rings	smiles_clean	herg
CHEMBL4297522	PEMIGATINIB	4	2020	Small molecule	1	0	0	0	0			0		CCN1C(=O)N(c2c(F)c(OC)cc(OC)c2F)Cc2cnc3[nH]c(CN4CCOCC4)cc3c21			3.66	6	1	83.16	6			35	3	CCN1C(=O)N(c2c(F)c(OC)cc(OC)c2F)Cc2cnc3[nH]c(CN4CCOCC4)cc3c21	ok
CHEMBL4297524	RADOTINIB	3		Small molecule	0	0	0	0	0			0		Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cnccn5)n4)c3)cc(C(F)(F)F)c2)cn1			5.75	8	2	110.51	6			39	5	Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cnccn5)n4)c3)cc(C(F)(F)F)c2)cn1	ok
CHEMBL4297525	RELAMORELIN	3		Small molecule	0	0	0	1	0			0		NC(=O)C1(NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](Cc2csc3ccccc23)NC(=O)C2CCNCC2)CCNCC1			2.59	8	8	199.34	15			57	5	NC(=O)C1(NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](Cc2csc3ccccc23)NC(=O)C2CCNCC2)CCNCC1	ok
CHEMBL4297526	REMIMAZOLAM	4	2020	Small molecule	0	1	0	1	0			0		COC(=O)CC[C@@H]1N=C(c2ccccn2)c2cc(Br)ccc2-n2c(C)cnc21			4.18	6	0	69.37	4			28	3	COC(=O)CC[C@@H]1N=C(c2ccccn2)c2cc(Br)ccc2-n2c(C)cnc21	ok
CHEMBL4297528	RISDIPLAM	4	2020	Small molecule	1	0	0	0	0			0		Cc1cn2nc(-c3cc(=O)n4cc(N5CCNC6(CC6)C5)ccc4n3)cc(C)c2n1			1.96	8	1	79.83	2			30	4	Cc1cn2nc(-c3cc(=O)n4cc(N5CCNC6(CC6)C5)ccc4n3)cc(C)c2n1	ok
CHEMBL4297530	SAROGLITAZAR	3		Small molecule	0	0	0	1	0			0		CCO[C@@H](Cc1ccc(OCCn2c(C)ccc2-c2ccc(SC)cc2)cc1)C(=O)O			5.3	5	1	60.69	11			31	3	CCO[C@@H](Cc1ccc(OCCn2c(C)ccc2-c2ccc(SC)cc2)cc1)C(=O)O	ok
CHEMBL4297544	2-OCTYL CYANOACRYLATE	3		Small molecule	0	0	0	1	0			0		C=C(C#N)C(=O)OC(C)CCCCCC			2.97	3	0	50.09	7			15	0	C=C(C#N)C(=O)OC(C)CCCCCC	ok
CHEMBL4297583	TEGOPRAZAN	3		Small molecule	0	0	0	0	0			0		Cc1nc2cc(C(=O)N(C)C)cc(O[C@H]3CCOc4cc(F)cc(F)c43)c2[nH]1			3.75	4	1	67.45	3			28	3	Cc1nc2cc(C(=O)N(C)C)cc(O[C@H]3CCOc4cc(F)cc(F)c43)c2[nH]1	ok
CHEMBL4297585	TRIHEPTANOIN	4	2020	Small molecule	1	0	0	1	0			0		CCCCCCC(=O)OCC(COC(=O)CCCCCC)OC(=O)CCCCCC			5.9	6	0	78.9	20			30	0	CCCCCCC(=O)OCC(COC(=O)CCCCCC)OC(=O)CCCCCC	ok
CHEMBL4297588	ODEVIXIBAT	4	2021	Small molecule	1	0	0	0	0			0		CCCCC1(CCCC)CN(c2ccccc2)c2cc(SC)c(OCC(=O)N[C@@H](C(=O)N[C@@H](CC)C(=O)O)c3ccc(O)cc3)cc2S(=O)(=O)N1			5.88	9	5	174.37	17			51	3	CCCCC1(CCCC)CN(c2ccccc2)c2cc(SC)c(OCC(=O)N[C@@H](C(=O)N[C@@H](CC)C(=O)O)c3ccc(O)cc3)cc2S(=O)(=O)N1	ok
CHEMBL4297589	SELATOGREL	3		Small molecule	0	0	0	0	0			0		CCCCOC(=O)N1CCN(C(=O)[C@H](CP(=O)(O)O)NC(=O)c2cc(N3CC[C@H](OC)C3)nc(-c3ccccc3)n2)CC1			1.73	9	3	174.73	11			43	2	CCCCOC(=O)N1CCN(C(=O)[C@H](CP(=O)(O)O)NC(=O)c2cc(N3CC[C@H](OC)C3)nc(-c3ccccc3)n2)CC1	ok
CHEMBL4297590	DARIDOREXANT	4	2022	Small molecule	1	0	0	0	0			0		COc1ccc(-n2nccn2)c(C(=O)N2CCC[C@@]2(C)c2nc3c(C)c(Cl)ccc3[nH]2)c1			4.27	6	1	88.93	4			32	4	COc1ccc(-n2nccn2)c(C(=O)N2CCC[C@@]2(C)c2nc3c(C)c(Cl)ccc3[nH]2)c1	ok
CHEMBL4297591	FOSMANOGEPIX	3		Small molecule	0	0	0	0	1			0		Nc1c(-c2cc(Cc3ccc(COc4ccccn4)cc3)no2)ccc[n+]1COP(=O)([O-])O			2.21	8	2	147.64	9			33	4	Nc1c(-c2cc(Cc3ccc(COc4ccccn4)cc3)no2)ccc[n+]1COP(=O)([O-])O	ok
CHEMBL4297592	AMENAMEVIR	4	2017	Small molecule	0	0	0	1	0			0		Cc1cccc(C)c1N(CC(=O)Nc1ccc(-c2ncon2)cc1)C(=O)C1CCS(=O)(=O)CC1			3.15	7	1	122.47	6			34	3	Cc1cccc(C)c1N(CC(=O)Nc1ccc(-c2ncon2)cc1)C(=O)C1CCS(=O)(=O)CC1	ok
CHEMBL4297594	VERDIPERSTAT	3		Small molecule	0	0	0	1	0			0		CC(C)OCCn1c(=S)[nH]c(=O)c2[nH]ccc21			1.81	4	2	62.81	4			17	2	CC(C)OCCn1c(=S)[nH]c(=O)c2[nH]ccc21	ok
CHEMBL4297598	LINRODOSTAT	3		Small molecule	0	0	0	0	0			0		C[C@@H](C(=O)Nc1ccc(Cl)cc1)C1CCC(c2ccnc3ccc(F)cc23)CC1			6.58	2	1	41.99	4			29	3	C[C@@H](C(=O)Nc1ccc(Cl)cc1)C1CCC(c2ccnc3ccc(F)cc23)CC1	ok
CHEMBL4297600	RELDESEMTIV	3		Small molecule	0	0	0	0	0			0		NC(=O)c1ccn(-c2cnc(NC[C@]3(c4ncccc4F)C[C@H](F)C3)nc2)c1			2.38	6	2	98.72	6			28	3	NC(=O)c1ccn(-c2cnc(NC[C@]3(c4ncccc4F)C[C@H](F)C3)nc2)c1	ok
CHEMBL4297603	DEUTIVACAFTOR	4	2024	Small molecule	1	0	0	0	0			0		[2H]C([2H])([2H])C(c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O)(C([2H])([2H])[2H])C([2H])([2H])[2H]			5.08	3	3	82.19	2			29	3	[2H]C([2H])([2H])C(c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O)(C([2H])([2H])[2H])C([2H])([2H])[2H]	ok
CHEMBL4297605	ROLUPERIDONE	3		Small molecule	0	0	0	0	0			0		O=C(CN1CCC(CN2Cc3ccccc3C2=O)CC1)c1ccc(F)cc1			3.38	3	0	40.62	5			27	2	O=C(CN1CCC(CN2Cc3ccccc3C2=O)CC1)c1ccc(F)cc1	ok
CHEMBL4297606	RECOFLAVONE	3		Small molecule	0	0	0	1	0			0		COc1ccc(-c2cc(=O)c3c(OC)cc(OCC(=O)O)cc3o2)cc1OC			2.95	7	1	104.43	7			28	3	COc1ccc(-c2cc(=O)c3c(OC)cc(OCC(=O)O)cc3o2)cc1OC	ok
CHEMBL4297608	ELDECALCITOL	3		Small molecule	0	0	0	1	0			0		C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)[C@@H](OCCCO)[C@@H]1O			5.08	5	4	90.15	10			35	0	C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)[C@@H](OCCCO)[C@@H]1O	ok
CHEMBL4297609	OLOROFIM	3		Small molecule	0	0	0	0	0			0		Cc1cc(-c2ccccc2)c(C(=O)C(=O)Nc2ccc(N3CCN(c4ncc(F)cn4)CC3)cc2)n1C			4.08	7	1	83.36	6			37	4	Cc1cc(-c2ccccc2)c(C(=O)C(=O)Nc2ccc(N3CCN(c4ncc(F)cn4)CC3)cc2)n1C	ok
CHEMBL4297610	OLUTASIDENIB	4	2022	Small molecule	1	0	0	0	0			0		C[C@H](Nc1ccc(C#N)n(C)c1=O)c1cc2cc(Cl)ccc2[nH]c1=O			2.92	5	2	90.68	3			25	3	C[C@H](Nc1ccc(C#N)n(C)c1=O)c1cc2cc(Cl)ccc2[nH]c1=O	ok
CHEMBL4297611	VENGLUSTAT	3		Small molecule	0	0	0	0	0			0		CC(C)(NC(=O)O[C@@H]1CN2CCC1CC2)c1csc(-c2ccc(F)cc2)n1			4	5	1	54.46	4			27	2	CC(C)(NC(=O)O[C@@H]1CN2CCC1CC2)c1csc(-c2ccc(F)cc2)n1	ok
CHEMBL4297613	CILOFEXOR	3		Small molecule	0	0	0	0	0			0		O=C(O)c1ccnc(N2CC(O)(c3ccc(OCc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)cc3Cl)C2)c1			6.56	7	2	108.92	8			39	4	O=C(O)c1ccnc(N2CC(O)(c3ccc(OCc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)cc3Cl)C2)c1	ok
CHEMBL4297615	PARSACLISIB	3		Small molecule	0	0	0	0	0			0		CCOc1c([C@H](C)n2nc(C)c3c(N)ncnc32)cc(Cl)c(F)c1[C@@H]1CNC(=O)C1			3.12	7	2	107.95	5			30	3	CCOc1c([C@H](C)n2nc(C)c3c(N)ncnc32)cc(Cl)c(F)c1[C@@H]1CNC(=O)C1	ok
CHEMBL4297619	ENARODUSTAT	3		Small molecule	0	0	0	0	0			0		O=C(O)CNC(=O)c1c(O)cc(CCc2ccccc2)n2ncnc12			1.03	6	3	116.82	6			25	3	O=C(O)CNC(=O)c1c(O)cc(CCc2ccccc2)n2ncnc12	ok
CHEMBL4297620	SOLRIAMFETOL	4	2019	Small molecule	1	0	0	0	0			0		NC(=O)OC[C@H](N)Cc1ccccc1			0.65	3	2	78.34	4			14	1	NC(=O)OC[C@H](N)Cc1ccccc1	ok
CHEMBL4297621	EVOCALCET	3		Small molecule	0	0	0	1	0			0		C[C@@H](N[C@H]1CCN(c2ccc(CC(=O)O)cc2)C1)c1cccc2ccccc12			4.4	3	2	52.57	6			28	3	C[C@@H](N[C@H]1CCN(c2ccc(CC(=O)O)cc2)C1)c1cccc2ccccc12	ok
CHEMBL4297622	ROVATIRELIN	3		Small molecule	0	0	0	0	0			0		C[C@@H]1OC(=O)N[C@@H]1C(=O)N[C@@H](Cc1cscn1)C(=O)N1CCC[C@H]1C			0.68	6	2	100.63	5			25	1	C[C@@H]1OC(=O)N[C@@H]1C(=O)N[C@@H](Cc1cscn1)C(=O)N1CCC[C@H]1C	ok
CHEMBL4297632	OXYCODEGOL	3		Small molecule	0	0	0	1	0			0		COCCOCCOCCOCCOCCOCCO[C@H]1CCC2(O)[C@H]3Cc4ccc(OC)c5c4[C@@]2(CCN3C)[C@H]1O5			1.59	11	1	106.54	20			42	1	COCCOCCOCCOCCOCCOCCO[C@H]1CCC2(O)[C@H]3Cc4ccc(OC)c5c4[C@@]2(CCN3C)[C@H]1O5	ok
CHEMBL4297633	SEPETAPROST	3		Small molecule	0	0	0	0	1			0		CC(C)OC(=O)CCC[C@H]1CC[C@@H]2[C@@H](/C=C/[C@@H](O)COc3cc(F)ccc3F)[C@H](O)C[C@@H]2OC1			4.17	6	2	85.22	10			34	1	CC(C)OC(=O)CCC[C@H]1CC[C@@H]2[C@@H](/C=C/[C@@H](O)COc3cc(F)ccc3F)[C@H](O)C[C@@H]2OC1	ok
CHEMBL4297639	LORECIVIVINT	3		Small molecule	0	0	0	0	0			0		CC(C)CC(=O)Nc1cncc(-c2ccc3[nH]nc(-c4nc5cncc(-c6cccc(F)c6)c5[nH]4)c3c2)c1			6.35	5	3	112.24	6			38	6	CC(C)CC(=O)Nc1cncc(-c2ccc3[nH]nc(-c4nc5cncc(-c6cccc(F)c6)c5[nH]4)c3c2)c1	ok
CHEMBL4297646	AMPRELOXETINE	3		Small molecule	0	0	0	0	0			0		Fc1cc(F)c(OCc2ccccc2C2CCNCC2)c(F)c1			4.15	2	1	21.26	4			23	2	Fc1cc(F)c(OCc2ccccc2C2CCNCC2)c(F)c1	ok
CHEMBL4297647	FURAPREVIR	3		Small molecule	0	0	0	1	0			0		CC(C)Oc1ccc(-c2nc(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6(C)CC6)C[C@H]5/C=C\CCCCC[C@H](NC(=O)OC5CCCC5)C(=O)N4C3)c3oc4ccccc4c3n2)cc1			6.61	12	3	208.36	10			64	4	CC(C)Oc1ccc(-c2nc(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6(C)CC6)C[C@H]5/C=C\CCCCC[C@H](NC(=O)OC5CCCC5)C(=O)N4C3)c3oc4ccccc4c3n2)cc1	ok
CHEMBL4297654	BIGUANIDE	3		Small molecule	0	0	0	1	0			0		N=C(N)NC(=N)N			-1.64	2	5	111.77	0			7	0	N=C(N)NC(=N)N	ok
CHEMBL4297666	OMIDENEPAG ISOPROPYL	4	2022	Small molecule	0	0	1	0	1			0		CC(C)OC(=O)CNc1cccc(CN(Cc2ccc(-n3cccn3)cc2)S(=O)(=O)c2cccnc2)n1			3.42	9	1	119.31	11			37	4	CC(C)OC(=O)CNc1cccc(CN(Cc2ccc(-n3cccn3)cc2)S(=O)(=O)c2cccnc2)n1	ok
CHEMBL4297849	BAMOCAFTOR	3		Small molecule	0	0	0	0	0			0		C[C@@H]1CN(c2nc(-n3ccc(OCCC4(C(F)(F)F)CC4)n3)ccc2C(=O)NS(=O)(=O)c2ccccc2)C(C)(C)C1			5.12	8	1	106.42	9			41	3	C[C@@H]1CN(c2nc(-n3ccc(OCCC4(C(F)(F)F)CC4)n3)ccc2C(=O)NS(=O)(=O)c2ccccc2)C(C)(C)C1	ok
CHEMBL4297865	ABIVERTINIB	3		Small molecule	0	0	0	0	0			0		C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1			4.51	7	3	98.41	7			36	4	C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1	ok
CHEMBL4298128	ELEXACAFTOR	4	2019	Small molecule	1	0	0	0	0			0		Cc1nn(C)cc1S(=O)(=O)NC(=O)c1ccc(-n2ccc(OCC(C)(C)C(F)(F)F)n2)nc1N1C[C@@H](C)CC1(C)C			4.02	10	1	124.24	8			41	3	Cc1nn(C)cc1S(=O)(=O)NC(=O)c1ccc(-n2ccc(OCC(C)(C)C(F)(F)F)n2)nc1N1C[C@@H](C)CC1(C)C	ok
CHEMBL4298137	DURLOBACTAM	4	2023	Small molecule	0	1	0	0	0			0		CC1=C[C@@H]2CN(C(=O)N2OS(=O)(=O)O)[C@@H]1C(N)=O			-1.36	5	2	130.24	3			18	0	CC1=C[C@@H]2CN(C(=O)N2OS(=O)(=O)O)[C@@H]1C(N)=O	ok
CHEMBL4298138	REPOTRECTINIB	4	2023	Small molecule	1	0	0	0	0			0		C[C@H]1CNC(=O)c2cnn3ccc(nc23)N[C@H](C)c2cc(F)ccc2O1			2.55	6	2	80.55	0			26	3	C[C@H]1CNC(=O)c2cnn3ccc(nc23)N[C@H](C)c2cc(F)ccc2O1	ok
CHEMBL4298171	LINZAGOLIX CHOLINE	4	2022	Small molecule	0	0	0	0	0			0		COc1cc(F)c(-n2c(=O)[nH]c3csc(C(=O)[O-])c3c2=O)cc1OCc1c(OC)ccc(F)c1F.C[N+](C)(C)CCO			3.45	8	2	119.85	7			35	4	COc1cc(F)c(-n2c(=O)[nH]c3csc(C(=O)[O-])c3c2=O)cc1OCc1c(OC)ccc(F)c1F	ok
CHEMBL4298172	SOTICLESTAT	3		Small molecule	0	0	0	0	0			0		O=C(c1cccnc1-c1ccncc1)N1CCC(O)(Cc2ccccc2)CC1			3.35	4	1	66.32	4			28	3	O=C(c1cccnc1-c1ccncc1)N1CCC(O)(Cc2ccccc2)CC1	ok
CHEMBL429910	DAPAGLIFLOZIN	4	2012	Small molecule	1	0	0	1	0			0		CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1			1.84	6	4	99.38	6			28	2	CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1	ok
CHEMBL4299851	PIFLUFOLASTAT	4	2021	Small molecule	0	1	0	0	0			0		O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCNC(=O)c1ccc(F)nc1)C(=O)O)C(=O)O			0.19	6	6	195.02	13			31	1	O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCNC(=O)c1ccc(F)nc1)C(=O)O)C(=O)O	ok
CHEMBL4299940	MITAPIVAT	4	2022	Small molecule	1	0	0	0	0			0		O=C(c1ccc(NS(=O)(=O)c2cccc3cccnc23)cc1)N1CCN(CC2CC2)CC1			3.2	5	1	82.61	6			32	3	O=C(c1ccc(NS(=O)(=O)c2cccc3cccnc23)cc1)N1CCN(CC2CC2)CC1	ok
CHEMBL43	AMSACRINE	4	1987	Small molecule	0	1	0	1	0			0		COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12			4.51	5	2	80.32	5			28	4	COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12	RISK
CHEMBL430	GEMIFLOXACIN	4	2003	Small molecule	1	0	0	0	0			0		CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN			0.97	8	2	123.04	5			28	2	CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN	ok
CHEMBL4300944	VALNIVUDINE	3		Small molecule	0	0	0	0	0			0		CCCCCc1ccc(-c2cc3cn([C@H]4C[C@H](O)[C@@H](COC(=O)[C@@H](N)C(C)C)O4)c(=O)nc3o2)cc1			3.56	9	2	129.81	10			36	3	CCCCCc1ccc(-c2cc3cn([C@H]4C[C@H](O)[C@@H](COC(=O)[C@@H](N)C(C)C)O4)c(=O)nc3o2)cc1	ok
CHEMBL4301162	SERDEXMETHYLPHENIDATE	4	2021	Small molecule	1	0	0	0	1			0		COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1C(=O)OC[n+]1cccc(C(=O)N[C@@H](CO)C(=O)O)c1			1.05	7	3	146.35	9			36	2	COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1C(=O)OC[n+]1cccc(C(=O)N[C@@H](CO)C(=O)O)c1	ok
CHEMBL4301492	ALTROPANE	3		Small molecule	0	0	0	0	0			0		COC(=O)[C@H]1[C@@H](c2ccc(F)cc2)C[C@@H]2CC[C@H]1N2C/C=C/I			3.88	3	0	29.54	4			23	1	COC(=O)[C@H]1[C@@H](c2ccc(F)cc2)C[C@@H]2CC[C@H]1N2C/C=C/I	ok
CHEMBL4301898	BRILLIANT BLUE G FREE ACID	4	2019	Small molecule	0	0	1	1	0			0		CCOc1ccc(Nc2ccc(/C(=C3/C=C/C(=[N+](/CC)Cc4cccc(S(=O)(=O)[O-])c4)C=C3C)c3ccc(N(CC)Cc4cccc(S(=O)(=O)O)c4)cc3C)cc2)cc1			9.31	8	2	139.08	15			59	5	CCOc1ccc(Nc2ccc(/C(=C3/C=C/C(=[N+](/CC)Cc4cccc(S(=O)(=O)[O-])c4)C=C3C)c3ccc(N(CC)Cc4cccc(S(=O)(=O)O)c4)cc3C)cc2)cc1	ok
CHEMBL4301914	MRX-4	3		Small molecule	0	0	0	0	1			0		CC(=O)OP(=O)(O)N(C[C@H]1CN(c2cc(F)c(N3C=CC(=O)CC3)c(F)c2F)C(=O)O1)c1ccon1			2.88	9	1	142.72	7			36	2	CC(=O)OP(=O)(O)N(C[C@H]1CN(c2cc(F)c(N3C=CC(=O)CC3)c(F)c2F)C(=O)O1)c1ccon1	ok
CHEMBL4303060	MELPHALAN FLUFENAMIDE	4	2021	Small molecule	0	1	0	0	1			0		CCOC(=O)[C@H](Cc1ccc(F)cc1)NC(=O)[C@@H](N)Cc1ccc(N(CCCl)CCCl)cc1			3.27	5	2	84.66	13			33	2	CCOC(=O)[C@H](Cc1ccc(F)cc1)NC(=O)[C@@H](N)Cc1ccc(N(CCCl)CCCl)cc1	ok
CHEMBL4303201	CATEQUENTINIB	3		Small molecule	0	0	0	0	0			0		COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ccnc2cc1OCC1(N)CC1			4.83	5	2	82.39	6			30	4	COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ccnc2cc1OCC1(N)CC1	ok
CHEMBL4303209	PAEONIFLORIN	3		Small molecule	0	0	0	1	0			0		C[C@@]12C[C@@]3(O)O[C@@H](O1)[C@]1(COC(=O)c4ccccc4)[C@H]3C[C@@]12O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O			-1.36	11	5	164.37	6			34	1	C[C@@]12C[C@@]3(O)O[C@@H](O1)[C@]1(COC(=O)c4ccccc4)[C@H]3C[C@@]12O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	ok
CHEMBL4303214	FRUQUINTINIB	4	2023	Small molecule	1	0	0	1	0			0		CNC(=O)c1c(C)oc2cc(Oc3ncnc4cc(OC)c(OC)cc34)ccc12			3.85	7	1	95.71	5			29	4	CNC(=O)c1c(C)oc2cc(Oc3ncnc4cc(OC)c(OC)cc34)ccc12	ok
CHEMBL4303228	PERETINOIN	3		Small molecule	0	0	0	0	0			0		CC(C)=CCC/C(C)=C/CC/C(C)=C/C=C/C(C)=C/C(=O)O			5.99	1	1	37.3	9			22	0	CC(C)=CCC/C(C)=C/CC/C(C)=C/C=C/C(C)=C/C(=O)O	ok
CHEMBL4303280	FLUOROCHOLINE	3		Small molecule	0	0	0	0	0			0		C[N+](C)(CF)CCO			-0.02	1	1	20.23	3			8	0	C[N+](C)(CF)CCO	ok
CHEMBL4303404	PELABRESIB	3		Small molecule	0	0	0	0	0			0		Cc1noc2c1-c1ccccc1C(c1ccc(Cl)cc1)=N[C@H]2CC(N)=O			4.07	4	1	81.48	3			26	3	Cc1noc2c1-c1ccccc1C(c1ccc(Cl)cc1)=N[C@H]2CC(N)=O	ok
CHEMBL4303525	OMAVELOXOLONE	4	2023	Small molecule	1	0	0	0	0			0		CC1(C)CC[C@]2(NC(=O)C(C)(F)F)CC[C@]3(C)[C@H](C(=O)C=C4[C@@]5(C)C=C(C#N)C(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1			6.73	4	1	87.03	2			40	0	CC1(C)CC[C@]2(NC(=O)C(C)(F)F)CC[C@]3(C)[C@H](C(=O)C=C4[C@@]5(C)C=C(C#N)C(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1	ok
CHEMBL4303665	BENFOTIAMINE	3		Small molecule	0	0	0	1	0			0		C/C(=C(\CCOP(=O)(O)O)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N			2.63	8	3	155.94	10			31	2	C/C(=C(\CCOP(=O)(O)O)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N	ok
CHEMBL4303793	.BETA.-HYDROXYISOVALERIC ACID	3		Small molecule	0	0	0	1	0			0		CC(C)(O)CC(=O)O			0.23	2	2	57.53	2			8	0	CC(C)(O)CC(=O)O	ok
CHEMBL43048	MIDOMAFETAMINE	3		Small molecule	0	0	0	1	0			0		CNC(C)Cc1ccc2c(c1)OCO2			1.57	3	1	30.49	3			14	1	CNC(C)Cc1ccc2c(c1)OCO2	ok
CHEMBL43064	CINNARIZINE	4		Small molecule	1	0	0	1	0			0		C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1			5.11	2	0	6.48	6			28	3	C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1	ok
CHEMBL431	SPIRAPRIL	4	1994	Small molecule	1	0	0	1	1			0		CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2			2.39	7	2	95.94	9			31	1	CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2	ok
CHEMBL431701	SILYBIN A	3		Small molecule	0	0	0	1	0			0		COc1cc([C@H]2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3O[C@@H]2CO)ccc1O			2.36	10	5	155.14	4			35	3	COc1cc([C@H]2Oc3cc([C@H]4Oc5cc(O)cc(O)c5C(=O)[C@@H]4O)ccc3O[C@@H]2CO)ccc1O	ok
CHEMBL431733	NAMODENOSON	3		Small molecule	0	0	0	1	0			0		CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O			1.06	9	4	134.42	5			30	3	CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O	ok
CHEMBL431770	ISTRADEFYLLINE	4		Small molecule	1	0	0	1	0			0		CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O			2.12	8	0	80.28	6			28	3	CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O	ok
CHEMBL433	VALPROATE SODIUM	4	1996	Small molecule	0	1	0	1	0			0		CCCC(CCC)C(=O)[O-].[Na+]			2.29	1	1	37.3	5			10	0	CCCC(CCC)C(=O)[O-]	ok
CHEMBL434	ISOPROTERENOL	4	1956	Small molecule	0	1	1	1	0			0		CC(C)NCC(O)c1ccc(O)c(O)c1			1.13	4	4	72.72	4			15	1	CC(C)NCC(O)c1ccc(O)c(O)c1	ok
CHEMBL434200	TERTATOLOL	4		Small molecule	0	0	0	1	0			0		CC(C)(C)NCC(O)COc1cccc2c1SCCC2			2.85	4	2	41.49	5			20	1	CC(C)(C)NCC(O)COc1cccc2c1SCCC2	ok
CHEMBL434394	NEBIVOLOL	4	2007	Small molecule	1	0	0	0	0			0		OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1			2.36	5	3	70.95	6			29	2	OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1	RISK
CHEMBL43452	POMALIDOMIDE	4	2013	Small molecule	1	0	0	1	0			0		Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O			-0.33	5	2	109.57	1			20	1	Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O	ok
CHEMBL435	HYDROCHLOROTHIAZIDE	4	1959	Small molecule	1	0	0	1	0			0		NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O			-0.35	5	3	118.36	1			17	1	NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O	ok
